vel	:	1807	:	1820
-11.5	:	0.0003006797907056	:	0.00021395997040013
-11	:	0.00030067264612224	:	0.000213954621904521
-10.5	:	0.0003007065828932	:	0.000213978690134766
-10	:	0.00030071194133072	:	0.000213983503780815
-9.5	:	0.00030082089622696	:	0.000214059987268038
-9	:	0.0003009387818524	:	0.000214144493498675
-8.5	:	0.00030091377581064	:	0.000214126130330415
-7.5	:	0.00030102630299856	:	0.000214206001198191
-7	:	0.00030103344758192	:	0.000214212419392923
-6.5	:	0.00030107631508208	:	0.000214242370968339
-6	:	0.0003010459506028	:	0.000214220976985899
-5.5	:	0.00030108703195712	:	0.000214249680579006
-5	:	0.00030108524581128	:	0.000214248610879884
-4.5	:	0.0003010638120612	:	0.000214233100242615
-3.5	:	0.0003010638120612	:	0.000214233813375363
-3	:	0.00030109774883216	:	0.000214257525039234
-2.5	:	0.00030110132112384	:	0.000214259664437478
-2	:	0.0003010727427904	:	0.000214239696720534
-1.5	:	0.00030110489341552	:	0.000214262873534844
-1	:	0.00030111203799888	:	0.000214268043747267
-0.5	:	0.0003010727427904	:	0.000214239518437347
0.5	:	0.00030100486924848	:	0.000214191381976856
1	:	0.000300608344872	:	0.000213909872824584
1.5	:	0.00029914013299152	:	0.000212864955065577
2	:	0.00029710214058808	:	0.000211414443056145
3	:	0.00029577324808312	:	0.000210469363881857
3.5	:	0.00029528920256048	:	0.000210124207631826
4.5	:	0.00029521775672688	:	0.000210073753489905
5	:	0.00029524812120616	:	0.000210095325755532
5.5	:	0.00029531956703976	:	0.000210145245047892
6.5	:	0.00029552318766552	:	0.000210118146003468
7	:	0.00029579289568736	:	0.000210290902411671
7.5	:	0.00029599294402144	:	0.00021048291340407
8.5	:	0.00029605545912584	:	0.00021062553995367
9	:	0.00029609475433432	:	0.000210669932467233
9.5	:	0.00029609475433432	:	0.000210697566361218
10	:	0.00029606796214672	:	0.000210697209794844
10.5	:	0.00029609118204264	:	0.00021067777692746
11	:	0.00029606617600088	:	0.000210695426962974
11.5	:	0.00029608760975096	:	0.000210676707228339
12	:	0.00029608760975096	:	0.000210692396148794
