Tayal 2007			// REFERENCE
transition (lower-upper)	// Column 1
Collision strenth at T 		// Columns 2-11
Collision strenghs (unitless)   // Data type
The first row is a header row. 
Temepratures in the first row in K
\begindata
10-25	0.021	0.022	0.020	0.019	0.018	0.015	0.013	0.011	0.009	0.008	0.005
10-26	0.017	0.017	0.016	0.015	0.014	0.012	0.011	0.009	0.008	0.007	0.004
10-27	0.070	0.066	0.060	0.055	0.051	0.043	0.038	0.031	0.026	0.024	0.017
10-28	0.088	0.080	0.072	0.066	0.061	0.052	0.045	0.037	0.032	0.028	0.020
10-29	0.011	0.009	0.008	0.008	0.008	0.007	0.006	0.005	0.004	0.004	0.002
10-30	0.208	0.221	0.228	0.234	0.239	0.249	0.257	0.268	0.276	0.282	0.296
10-31	0.076	0.080	0.083	0.085	0.087	0.090	0.093	0.098	0.101	0.103	0.110
10-32	0.040	0.039	0.039	0.038	0.037	0.035	0.034	0.033	0.033	0.033	0.034
10-33	0.047	0.046	0.043	0.041	0.039	0.035	0.032	0.027	0.024	0.022	0.018
10-34	0.214	0.224	0.236	0.247	0.256	0.273	0.285	0.304	0.320	0.334	0.398
10-35	0.083	0.079	0.075	0.072	0.069	0.064	0.060	0.056	0.052	0.050	0.041
11-12	5.733	6.290	6.179	5.960	5.730	5.187	4.715	3.972	3.435	3.036	1.995
11-13	1.918	2.129	2.226	2.274	2.286	2.216	2.085	1.810	1.583	1.407	0.933
11-14	2.178	2.174	2.143	2.098	2.044	1.898	1.759	1.526	1.350	1.214	0.836
11-15	1.028	1.180	1.204	1.188	1.155	1.054	0.955	0.794	0.678	0.592	0.373
11-16	0.118	0.104	0.088	0.076	0.067	0.052	0.043	0.033	0.027	0.023	0.014
11-17	0.567	0.532	0.483	0.441	0.407	0.344	0.301	0.245	0.211	0.187	0.127
11-18	6.304	6.434	6.552	6.699	6.880	7.422	7.997	9.058	9.962	10.741	13.638
11-19	7.004	7.070	7.161	7.296	7.471	8.015	8.598	9.679	10.601	11.397	14.361
11-20	1.159	0.986	0.897	0.840	0.798	0.724	0.668	0.587	0.529	0.485	0.363
11-21	1.007	0.784	0.651	0.565	0.505	0.409	0.351	0.280	0.237	0.208	0.140
11-22	0.278	0.256	0.242	0.231	0.222	0.206	0.194	0.180	0.170	0.164	0.148
11-23	0.329	0.314	0.303	0.295	0.289	0.278	0.270	0.259	0.251	0.246	0.233
11-24	1.164	1.190	1.217	1.252	1.293	1.408	1.522	1.719	1.879	2.013	2.495
11-25	5.328	5.502	5.673	5.889	6.140	6.815	7.449	8.514	9.367	10.082	12.657
11-26	0.422	0.394	0.375	0.362	0.352	0.329	0.309	0.276	0.251	0.232	0.178
11-27	0.799	0.768	0.747	0.727	0.706	0.654	0.608	0.535	0.482	0.442	0.328
11-28	0.321	0.318	0.307	0.292	0.278	0.244	0.217	0.178	0.153	0.135	0.089
11-29	1.942	1.982	2.041	2.112	2.191	2.397	2.593	2.935	3.222	3.471	4.449
11-30	0.129	0.121	0.112	0.104	0.098	0.085	0.076	0.063	0.055	0.049	0.035
11-31	0.075	0.064	0.058	0.053	0.049	0.043	0.039	0.033	0.029	0.026	0.019
11-32	0.260	0.268	0.265	0.258	0.251	0.231	0.215	0.189	0.171	0.157	0.118
11-33	0.194	0.213	0.217	0.216	0.212	0.198	0.184	0.161	0.144	0.132	0.097
11-34	0.071	0.065	0.062	0.060	0.059	0.057	0.056	0.054	0.053	0.053	0.049
11-35	0.040	0.036	0.034	0.033	0.032	0.030	0.030	0.029	0.028	0.028	0.026
12-13	8.384	9.262	9.284	9.128	8.912	8.275	7.625	6.505	5.655	5.011	3.309
12-14	3.176	3.232	3.202	3.137	3.056	2.828	2.610	2.249	1.978	1.772	1.204
12-15	3.281	3.548	3.577	3.528	3.443	3.178	2.914	2.476	2.152	1.908	1.257
12-16	0.240	0.213	0.181	0.157	0.138	0.107	0.089	0.067	0.055	0.046	0.028
12-17	1.150	1.073	0.974	0.888	0.818	0.690	0.604	0.493	0.423	0.376	0.259
12-18	1.970	1.877	1.840	1.829	1.835	1.884	1.951	2.088	2.211	2.322	2.763
12-19	8.958	8.875	8.894	8.995	9.161	9.732	10.373	11.584	12.629	13.538	16.952
12-20	17.425	17.459	17.606	17.890	18.295	19.603	21.037	23.713	26.006	27.987	35.356
12-21	2.521	2.064	1.814	1.654	1.540	1.348	1.218	1.041	0.923	0.837	0.610
12-22	0.636	0.604	0.579	0.559	0.543	0.513	0.491	0.462	0.443	0.430	0.398
12-23	0.553	0.523	0.502	0.487	0.474	0.452	0.436	0.414	0.399	0.390	0.365
12-24	5.592	5.760	5.925	6.127	6.363	7.021	7.672	8.805	9.727	10.501	13.266
12-25	2.694	2.727	2.772	2.842	2.930	3.171	3.398	3.781	4.089	4.350	5.308
12-26	5.863	6.018	6.163	6.346	6.563	7.166	7.761	8.795	9.634	10.339	12.860
12-27	1.219	1.176	1.142	1.109	1.074	0.990	0.915	0.801	0.718	0.656	0.483
12-28	1.031	1.008	0.977	0.943	0.906	0.821	0.748	0.640	0.565	0.510	0.362
12-29	4.043	4.128	4.254	4.406	4.572	5.008	5.424	6.147	6.751	7.277	9.333
12-30	0.266	0.245	0.226	0.210	0.197	0.172	0.154	0.129	0.112	0.101	0.071
12-31	0.142	0.126	0.114	0.105	0.098	0.086	0.077	0.065	0.057	0.051	0.037
12-32	0.406	0.424	0.421	0.412	0.401	0.371	0.344	0.303	0.273	0.251	0.187
12-33	0.524	0.561	0.566	0.559	0.546	0.509	0.473	0.416	0.374	0.342	0.253
12-34	0.113	0.102	0.097	0.094	0.092	0.089	0.087	0.085	0.083	0.082	0.077
12-35	0.111	0.098	0.093	0.089	0.087	0.084	0.082	0.080	0.079	0.078	0.073
13-14	1.262	1.515	1.567	1.553	1.513	1.377	1.241	1.020	0.862	0.747	0.455
13-15	8.428	8.747	8.735	8.594	8.390	7.782	7.183	6.184	5.434	4.863	3.293
13-16	0.372	0.334	0.285	0.246	0.216	0.168	0.139	0.105	0.085	0.073	0.043
13-17	1.578	1.504	1.375	1.260	1.162	0.982	0.858	0.698	0.597	0.527	0.354
13-18	0.875	0.682	0.570	0.499	0.448	0.368	0.319	0.258	0.220	0.195	0.133
13-19	2.542	2.148	1.938	1.812	1.732	1.624	1.578	1.550	1.554	1.572	1.706
13-20	8.984	8.547	8.360	8.310	8.348	8.640	9.036	9.840	10.561	11.202	13.677
13-21	33.215	33.125	33.321	33.795	34.499	36.817	39.368	44.138	48.229	51.769	64.955
13-22	1.283	1.197	1.145	1.108	1.081	1.030	0.995	0.946	0.914	0.892	0.837
13-23	0.548	0.514	0.489	0.470	0.454	0.424	0.402	0.374	0.355	0.343	0.313
13-24	0.484	0.439	0.414	0.397	0.384	0.358	0.336	0.300	0.273	0.252	0.192
13-25	6.407	6.521	6.668	6.878	7.134	7.833	8.494	9.606	10.500	11.251	13.972
13-26	15.092	15.553	15.975	16.490	17.093	18.773	20.434	23.323	25.673	27.643	34.672
13-27	0.724	0.710	0.685	0.655	0.624	0.553	0.496	0.413	0.357	0.317	0.214
13-28	2.670	2.588	2.521	2.451	2.377	2.195	2.034	1.782	1.602	1.465	1.083
13-29	6.506	6.647	6.854	7.104	7.380	8.098	8.783	9.972	10.963	11.823	15.169
13-30	0.418	0.377	0.344	0.319	0.299	0.261	0.234	0.197	0.173	0.156	0.111
13-31	0.195	0.183	0.170	0.158	0.148	0.129	0.115	0.095	0.083	0.074	0.052
13-32	0.284	0.312	0.318	0.315	0.309	0.288	0.267	0.234	0.210	0.191	0.140
13-33	1.175	1.229	1.224	1.200	1.168	1.083	1.005	0.885	0.798	0.733	0.544
13-34	0.098	0.087	0.083	0.080	0.078	0.075	0.074	0.072	0.071	0.070	0.066
13-35	0.239	0.213	0.201	0.194	0.189	0.182	0.179	0.174	0.171	0.169	0.159
\enddata
