Tawara 2000			// REFERENCE
Cross Section		   	// DATATYPE 
Electron Impact		   	// REACTYPE
1		  	   	// NREAC
Na, e -> Na+, 2e   	   	// REACTION
eV			   	// ENERGY UNITS
cm-2			   	// CROSS SECTION UNITS
\begindata
5.1	: 0.
6	: 1.35e-16
8	: 3.3e-16
10	: 4.35e-16
15	: 4.75e-16
20	: 4.60e-16
25	: 4.35e-16
30	: 4.15e-16
40	: 3.55e-16
50	: 3.2e-16
60	: 2.9e-16
80	: 2.45e-16
100	: 2.10e-16
150	: 1.65e-16
200	: 1.4e-16
300	: 1.1e-16
400	: 9.0e-17
600	: 7.3e-17
800	: 6.0e-17
1000	: 5.2e-17
\enddata
